[Header]
Data File Name	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\blank_9192025_02.qgd
Output Date	9/19/2025
Output Time	8:26:27 PM

[File Information]
Type	Data File
Generated	9/19/2025 7:44:45 PM
Generated by	Admin
Modified	9/19/2025 8:26:26 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	9/19/2025 7:56:34 PM
Type	Unknown
Level	1
Sample Name	blank
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	1
Injection Count	1
Bar Code	

[Option Information]
Markes method	Markes Ipo
Markes vial	

[Original Files]
Data File	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\blank_9192025_02.qgd
Method File	C:\GCMSsolution\Data\Project1\RMBL Methods\DB5 10deg method.qgm
Batch File	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\JB_2025_250919b.qgb
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\06142025fil1.qgt

[File Description]
Janelle Bohey sampled 19 July 2024

[MC Peak Table]
# of Peaks	399
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
100	11	81	2623 - 87 - 2	4-Bromobutyric acid $$ 4-Bromo-n-butyric acid $$ Butanoic acid, 4-bromo- $$ Butyric acid, 4-bromo- $$ 4-Bromobutanoic acid $$ .gamma.-Bromobutyric acid $$ Carboxypropyl bromide $$	166	C4H7BrO2						1071		23868	C:\GCMSsolution\library\NIST14.lib
100	12	81	5803 - 57 - 6	3,4-Dihydroxy-5-methyl-dihydrofuran-2-one	132	C5H8O4						0		8513	C:\GCMSsolution\library\NIST14.lib
100	13	80	4224 - 70 - 8	Hexanoic acid, 6-bromo- $$ 6-Bromohexanoic acid $$ 6-Bromocaproic acid $$ 6-Bromo-n-caproic acid $$	194	C6H11BrO2						1270		41853	C:\GCMSsolution\library\NIST14.lib
100	14	80	498 - 07 - 7	.beta.-D-Glucopyranose, 1,6-anhydro- $$ Anhydro-d-mannosan $$ Levoglucosan $$ 1,6-Anhydro-.beta.-D-glucopyranose $$ 1,6-Anhydro-beta-D-glucopyranose $$	162	C6H10O5						1404		21687	C:\GCMSsolution\library\NIST14.lib
100	15	80	2438 - 80 - 4	L-Galactose, 6-deoxy- $$ 6-Deoxyhexose # $$	164	C6H12O5						1455		22741	C:\GCMSsolution\library\NIST14.lib
100	16	79	5328 - 63 - 2	Methyl-.beta.-D-arabinopyranoside $$ Methyl-.beta.,.delta.-arabinopyranoside $$ .beta.-D-Arabinopyranoside, methyl $$ Arabinopyranoside, methyl, .beta.-D- $$ Methyl pentopyranoside # $$	164	C6H12O5						1410		22743	C:\GCMSsolution\library\NIST14.lib
100	17	79	0 - 00 - 0	3-Methyl-hexanoic acid	130	C7H14O2						1009		8099	C:\GCMSsolution\library\NIST14.lib
100	18	79	112 - 05 - 0	Nonanoic acid $$ n-Nonanoic acid $$ n-Nonoic acid $$ n-Nonylic acid $$ Nonoic acid $$ Nonylic acid $$ Pelargic acid $$ Pelargonic acid $$ 1-Octanecarboxylic acid $$ Cirrasol 185a $$ Emfac 1202 $$ Hexacid C-9 $$ Pelargon $$ Emery 1203 $$ 1-Nonanoic acid $$ NSC 62787 $$ Emery 1202 (Salt/Mix) $$	158	C9H18O2						1272		20066	C:\GCMSsolution\library\NIST14.lib
100	19	78	709 - 50 - 2	.beta.-D-Glucopyranoside, methyl $$ Glucopyranoside, methyl, .beta.-D- $$ Methyl .beta.-D-glucopyranoside $$ Methyl .beta.-D-glucoside $$ 1-O-Methyl-.beta.-D-glucopyranoside $$ .beta.-d-Methylglucopyranoside $$ .beta.-Methyl-(d)-glucoside $$	194	C7H14O6						1714		41912	C:\GCMSsolution\library\NIST14.lib
100	20	78	3615 - 37 - 0	D-Fucose $$ D-Galactose, 6-deoxy- $$ Fucose, D- $$ D-Galactomethylose $$ D-6-Deoxygalactose $$ Rhodeose $$ 6-Deoxy-D-galactose $$ 6-Deoxygalactose $$ D-(+)-Fucose $$	164	C6H12O5						1455		22740	C:\GCMSsolution\library\NIST14.lib
100	21	78	2595 - 97 - 3	D-Allose $$ .beta.-D-Allose $$ Hexose # $$	180	C6H12O6						1698		32602	C:\GCMSsolution\library\NIST14.lib
100	22	78	627 - 00 - 9	Butanoic acid, 4-chloro- $$ Butyric acid, 4-chloro- $$ .gamma.-Chlorobutyric acid $$ Gammachlorobutyric acid $$ 4-Chlorobutanoic acid $$ 4-Chlorobutyric acid $$ Cl(CH2)3COOH $$ .gamma.-Chloro-n-butyric acid $$	122	C4H7ClO2						1000		5560	C:\GCMSsolution\library\NIST14.lib
100	23	78	1824 - 94 - 8	Methyl-.beta.-D-thiogalactoside $$ .beta.-D-Galactopyranoside, methyl $$ .beta.-D-Galactopyranose methyl glycoside $$ .beta.-Methyl-D-galactopyranoside $$ Galactopyranoside, methyl, .beta.-D- $$ Methyl .beta.-galactoside $$ Methyl .beta.-D-galactopyranoside $$ Methyl .beta.-D-galactopyranoside, methyl, .beta.-D- $$ Methyl galactoside $$	194	C7H14O6						0		41913	C:\GCMSsolution\library\NIST14.lib
100	24	77	616 - 62 - 6	Propanedioic acid, propyl- $$ 2-Propylmalonic acid # $$ n-Propylmalonic acid $$	146	C6H10O4						1266		13868	C:\GCMSsolution\library\NIST14.lib
100	25	77	0 - 00 - 0	1,6-Anhydro-.beta.-d-talopyranose	162	C6H10O5						1404		21688	C:\GCMSsolution\library\NIST14.lib
101	1	82	108 - 95 - 2	Phenol $$ Carbolic acid $$ Baker's P and S Liquid and Ointment $$ Benzenol $$ Hydroxybenzene $$ Izal $$ Monohydroxybenzene $$ Monophenol $$ Oxybenzene $$ Phenic acid $$ Phenyl alcohol $$ Phenyl hydrate $$ Phenyl hydroxide $$ Phenylic acid $$ Phenylic alcohol $$ PhOH $$ Benzene, hydroxy- $$ Acide carbolique $$ Baker's P & S liquid & Ointment $$ Fenol $$ Fenolo $$ NCI-C50124 $$ Paoscle $$ Phenole $$ Carbolsaure $$ NA 2821 $$ Phenol alcohol $$ Phenol, molten $$ Rcra waste number U188 $$ UN 1671 $$ UN 2312 $$ 	94	C6H6O						901		1283	C:\GCMSsolution\library\NIST14.lib
101	2	80	33795 - 18 - 5	Phosphonic acid, (p-hydroxyphenyl)- $$ 4-Hydroxybenzenephosphonic acid $$ (p-Hydroxyphenyl)phosphonic acid $$ 4-Hydroxyphenylphosphonic acid $$ Phosphonic acid, (4-hydroxyphenyl)- $$	174	C6H7O4P						0		28953	C:\GCMSsolution\library\NIST14.lib
101	3	79	1487 - 18 - 9	2-Vinylfuran $$ 2-Ethenylfuran $$ Furan, 2-ethenyl- $$	94	C6H6O						732		1282	C:\GCMSsolution\library\NIST14.lib
101	4	79	1943 - 79 - 9	Carbamic acid, methyl-, phenyl ester $$ Drc 3345 $$ Phenmec $$ Phenyl methylcarbamate $$ Phenyl N-methylcarbamate $$ Methylcarbamic acid phenyl ester $$ Phenyl monomethylcarbamate $$	151	C8H9NO2						1259		16086	C:\GCMSsolution\library\NIST14.lib
101	5	77	701 - 64 - 4	Phenylphosphoric acid $$ Phosphoric acid, monophenyl ester $$ Phenyl dihydrogen phosphate # $$	174	C6H7O4P						0		28952	C:\GCMSsolution\library\NIST14.lib
101	6	76	1632 - 76 - 4	3-Methylpyridazine $$ Pyridazine, 3-methyl- $$	94	C5H6N2						781		1266	C:\GCMSsolution\library\NIST14.lib
101	7	76	622 - 46 - 8	Carbamic acid, phenyl ester $$ Phenyl carbamate $$	137	C7H7NO2						1204		10138	C:\GCMSsolution\library\NIST14.lib
101	8	74	0 - 00 - 0	Cyclobutane carbonitrile, 3-methyl-3-phenoxy- $$ 3-Methyl-3-phenoxycyclobutanecarbonitrile # $$	187	C12H13NO						1570		37727	C:\GCMSsolution\library\NIST14.lib
101	9	74	122 - 79 - 2	Acetic acid, phenyl ester $$ Phenol acetate $$ Phenyl acetate $$ Fenylester kyseliny octove $$ Phenyl ester of acetic acid $$	136	C8H8O2						1060		9718	C:\GCMSsolution\library\NIST14.lib
101	10	74	1864 - 94 - 4	Formic acid phenyl ester $$ Phenyl formate $$	122	C7H6O2						1058		5622	C:\GCMSsolution\library\NIST14.lib
101	11	73	62338 - 26 - 5	Benzene, (1,2-dimethylpropoxy)- $$ (1,2-Dimethylpropoxy)benzene # $$	164	C11H16O						1139		23270	C:\GCMSsolution\library\NIST14.lib
101	12	73	603 - 45 - 2	Aurin $$ p-Rosolic acid $$ Rosolic acid $$ 2,5-Cyclohexadien-1-one, 4-[bis(4-hydroxyphenyl)methylene]- $$ Aurin No. 555 $$ Aurine $$ C.I. 43800 $$ Corallin $$ Corallin Spirit Soluble $$ Spirit Aurine $$ 2,5-Cyclohexadien-1-one, 4-(bis(p-hydroxyphenyl)methylene)- $$ 4,4'-Dihydroxyfuchsone $$ 4-[Bis(4-hydroxyphenyl)methylene]-2,5-cyclohexadien-1-one # $$ NSC 7805 $$ Corallin yellow (Salt/Mix) $$	290	C19H14O3						2704		122345	C:\GCMSsolution\library\NIST14.lib
101	13	72	6669 - 13 - 2	Benzene, (1,1-dimethylethoxy)- $$ Ether, tert-butyl phenyl $$ tert-Butoxybenzene $$ tert-Butyl phenyl ether $$ t-Butoxybenzene $$ (1,1-Dimethylethoxy)benzene $$	150	C10H14O						1083		15783	C:\GCMSsolution\library\NIST14.lib
101	14	72	0 - 00 - 0	Carbonic acid, phenyl tetradecyl ester	334	C21H34O3						2428		162015	C:\GCMSsolution\library\NIST14.lib
101	15	72	0 - 00 - 0	Carbonic acid, hexadecyl phenyl ester	362	C23H38O3						2627		183805	C:\GCMSsolution\library\NIST14.lib
101	16	72	103 - 73 - 1	Benzene, ethoxy- $$ Phenetole $$ Ethoxybenzene $$ Ethyl phenyl ether $$ Phenyl ethyl ether $$ Ether, ethyl phenyl- $$ Phenoxyethane $$	122	C8H10O						969		5697	C:\GCMSsolution\library\NIST14.lib
101	17	71	1072 - 82 - 8	3-Acetyl-1H-pyrroline	109	C6H7NO						1035		3008	C:\GCMSsolution\library\NIST14.lib
101	18	71	41795 - 33 - 9	Ethyl phenyl sulfate	202	C8H10O4S						1552		47697	C:\GCMSsolution\library\NIST14.lib
101	19	71	22509 - 78 - 0	Benzene, [(1-methyl-2-propenyl)oxy]- $$ Ether, 1-methylallyl phenyl $$ 1-Methyl-2-propenyl phenyl ether $$ 1-Methylallyl phenyl ether $$ [(1-Methyl-2-propenyl)oxy]benzene # $$	148	C10H12O						1094		14939	C:\GCMSsolution\library\NIST14.lib
101	20	71	0 - 00 - 0	Carbonic acid, octadecyl phenyl ester	390	C25H42O3						2826		201373	C:\GCMSsolution\library\NIST14.lib
101	21	71	0 - 00 - 0	Carbonic acid, pentyl phenyl ester	208	C12H16O3						1534		52856	C:\GCMSsolution\library\NIST14.lib
101	22	71	4346 - 18 - 3	Butanoic acid, phenyl ester $$ Butyric acid, phenyl ester $$ Phenyl butyrate $$	164	C10H12O2						1259		23051	C:\GCMSsolution\library\NIST14.lib
101	23	71	3438 - 46 - 8	Pyrimidine, 4-methyl- $$ 4-Methylpyrimidine $$	94	C5H6N2						781		1268	C:\GCMSsolution\library\NIST14.lib
101	24	71	0 - 00 - 0	Carbonic acid, isohexyl phenyl ester	222	C13H18O3						1569		63933	C:\GCMSsolution\library\NIST14.lib
101	25	71	0 - 00 - 0	5,5 Dimethyl-3-vinyl cyclohex-2-en-1-one	150	C10H14O						1187		15785	C:\GCMSsolution\library\NIST14.lib
102	1	81	15303 - 46 - 5	2-Isopropyl-5-oxohexanal	156	C9H16O2						1112		18958	C:\GCMSsolution\library\NIST14.lib
102	2	80	0 - 00 - 0	Carbonic acid, hexyl prop-1-en-2-yl ester	186	C10H18O3						0		36970	C:\GCMSsolution\library\NIST14.lib
102	3	80	60826 - 26 - 8	3-Acetoxydodecane $$ 1-Ethyldecyl acetate # $$	228	C14H28O2						1516		69297	C:\GCMSsolution\library\NIST14.lib
102	4	80	928 - 68 - 7	2-Heptanone, 6-methyl- $$ 2-Methyl-6-heptanone $$ 6-Methyl-2-heptanone $$ Methyl isohexyl ketone $$ 6-Methylheptan-2-one $$	128	C8H16O						888		7432	C:\GCMSsolution\library\NIST14.lib
102	5	80	0 - 00 - 0	(R,S)-2-Propyl-5-oxohexanal	156	C9H16O2						1176		18957	C:\GCMSsolution\library\NIST14.lib
102	6	79	27944 - 79 - 2	Pentanal, 2,4-dimethyl- $$ Valeraldehyde, 2,4-dimethyl- $$ 2,4-Dimethylpentanal $$	114	C7H14O						777		4207	C:\GCMSsolution\library\NIST14.lib
102	7	79	111 - 13 - 7	2-Octanone $$ n-Hexyl methyl ketone $$ Hexyl methyl ketone $$ Methyl hexyl ketone $$ Methyl n-hexyl ketone $$ Octan-2-one $$ n-C6H13COCH3 $$ Octanone-2 $$	128	C8H16O						952		7431	C:\GCMSsolution\library\NIST14.lib
102	8	79	33933 - 82 - 3	2-Decanone, 5,9-dimethyl- $$ 5,9-Dimethyl-2-decanone $$	184	C12H24O						1222		35983	C:\GCMSsolution\library\NIST14.lib
102	9	79	0 - 00 - 0	Carbonic acid, nonyl prop-1-en-2-yl ester	228	C13H24O3						0		69099	C:\GCMSsolution\library\NIST14.lib
102	10	79	821 - 55 - 6	2-Nonanone $$ Heptyl methyl ketone $$ Methyl heptyl ketone $$ Methyl n-heptyl ketone $$ Nonan-2-one $$ n-C7H15COCH3 $$ .beta.-Nonanone $$ Ketone, heptyl methyl $$	142	C9H18O						1052		12508	C:\GCMSsolution\library\NIST14.lib
102	11	79	62338 - 17 - 4	2-Hexanone, 4-hydroxy-3-propyl- $$ 4-Hydroxy-3-propyl-2-hexanone # $$	158	C9H18O2						1150		20010	C:\GCMSsolution\library\NIST14.lib
102	12	78	693 - 54 - 9	2-Decanone $$ Decan-2-one $$ Methyl octyl ketone $$ n-C8H17COCH3 $$ Methyl n-octyl ketone $$ Octyl methyl ketone $$	156	C10H20O						1151		19209	C:\GCMSsolution\library\NIST14.lib
102	13	78	25368 - 54 - 1	8-Hydroxy-2-octanone	144	C8H16O2						1195		13229	C:\GCMSsolution\library\NIST14.lib
102	14	78	1604 - 34 - 8	2-Undecanone, 6,10-dimethyl- $$ Hexahydropseudoionone $$ Pseudoionone, hexahydro- $$ Tetrahydrogeranylacetone $$ 6,10-Dimethyl-2-undecanone $$ 6,10-Dimethylundecan-2-one $$	198	C13H26O						1321		45740	C:\GCMSsolution\library\NIST14.lib
102	15	78	0 - 00 - 0	3-Acetoxypentadecane $$ 1-Ethyltridecyl acetate # $$	270	C17H34O2						1814		104622	C:\GCMSsolution\library\NIST14.lib
102	16	77	18217 - 12 - 4	2-Heptanone, 5-methyl- $$ 5-Methyl-2-heptanone $$	128	C8H16O						888		7433	C:\GCMSsolution\library\NIST14.lib
102	17	77	0 - 00 - 0	3-Acetoxytridecane $$ 1-Ethylundecyl acetate # $$	242	C15H30O2						1615		80621	C:\GCMSsolution\library\NIST14.lib
102	18	77	6137 - 06 - 0	2-Heptanone, 4-methyl- $$ 4-Methyl-2-heptanone $$	128	C8H16O						888		7434	C:\GCMSsolution\library\NIST14.lib
102	19	77	25910 - 96 - 7	3-Oxetanol, 2,2,3-trimethyl- $$ 2,2,3-Trimethyl-3-oxetanol # $$	116	C6H12O2						815		4613	C:\GCMSsolution\library\NIST14.lib
102	20	77	14112 - 98 - 2	Octanoic acid, 7-oxo- $$ 7-Oxooctanoic acid # $$	158	C8H14O3						1309		19869	C:\GCMSsolution\library\NIST14.lib
102	21	77	0 - 00 - 0	Acetoxyacetic acid, nonyl ester	244	C13H24O4						1648		81853	C:\GCMSsolution\library\NIST14.lib
102	22	77	0 - 00 - 0	Carbonic acid, prop-1-en-2-yl undecyl ester	256	C15H28O3						0		92303	C:\GCMSsolution\library\NIST14.lib
102	23	77	19549 - 80 - 5	2-Heptanone, 4,6-dimethyl- $$ 4,6-Dimethyl-2-heptanone $$	142	C9H18O						924		12509	C:\GCMSsolution\library\NIST14.lib
102	24	77	0 - 00 - 0	2-Pentadecanol acetate $$ 1-Acetoxypentadecane $$	270	C17H34O2						1814		104621	C:\GCMSsolution\library\NIST14.lib
102	25	76	60826 - 29 - 1	5-Acetoxytridecane $$ 1-Butylnonyl acetate # $$	242	C15H30O2						1615		80622	C:\GCMSsolution\library\NIST14.lib
103	1	81	0 - 00 - 0	trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]- $$ 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]trisiloxane $$	296	C9H28O3Si4						0		126696	C:\GCMSsolution\library\NIST14.lib
103	2	80	556 - 67 - 2	Cyclotetrasiloxane, octamethyl- $$ Oktamethylcyklotetrasiloxan $$ NUC Silicone VS 7207 $$ CO9810 $$ O9810 $$ Octamethyltetrasiloxane $$ 2,2,4,4,6,6,8,8-Octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane # $$ Octamethylcyclotetrasiloxane $$	296	C8H24O4Si4						827		126681	C:\GCMSsolution\library\NIST14.lib
103	3	74	0 - 00 - 0	2,6-Dihydroxyacetophenone, 2TMS derivative $$ 2',6'-Dihydroxyacetophenone, bis(trimethylsilyl) ether $$	296	C14H24O3Si2						1625		126992	C:\GCMSsolution\library\NIST14.lib
103	4	73	0 - 00 - 0	1-Heptene, 1,3-diphenyl-1-(trimethylsilyloxy)- $$ ([(1Z)-1,3-Diphenyl-1-heptenyl]oxy)(trimethyl)silane # $$	338	C22H30OSi						2268		165108	C:\GCMSsolution\library\NIST14.lib
103	5	72	0 - 00 - 0	2,4-Dihydroxyacetophenone, 2TMS derivative $$ 2',4'-Dihydroxyacetophenone, bis(trimethylsilyl) ether $$	296	C14H24O3Si2						1625		126993	C:\GCMSsolution\library\NIST14.lib
103	6	71	138983 - 00 - 3	1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)- $$ ([(1Z)-1,3-Diphenyl-1-pentenyl]oxy)(trimethyl)silane # $$	310	C20H26OSi						2069		140322	C:\GCMSsolution\library\NIST14.lib
103	7	71	0 - 00 - 0	1-Pentene, 4,4-dimethyl-1,3-diphenyl-1-(trimethylsilyloxy)- $$ ([(1Z)-4,4-Dimethyl-1,3-diphenyl-1-pentenyl]oxy)(trimethyl)silane # $$	338	C22H30OSi						2184		165109	C:\GCMSsolution\library\NIST14.lib
104	1	70	3173 - 53 - 3	Cyclohexane, isocyanato- $$ Isocyanic acid, cyclohexyl ester $$ Cyclohexyl isocyanate $$ Isocyanatocyclohexane $$ NSC 87419 $$ UN 2488 $$ Cyclohexyl ester of isocyanic acid $$	125	C7H11NO						0		6319	C:\GCMSsolution\library\NIST14.lib
105	1	93	124 - 13 - 0	Octanal $$ n-Caprylaldehyde $$ n-Octaldehyde $$ n-Octanal $$ n-Octylal $$ Antifoam-LF $$ Caprylaldehyde $$ Caprylic aldehyde $$ Octaldehyde $$ Octanaldehyde $$ Octanoic aldehyde $$ Octylaldehyde $$ 1-Octanal $$ n-Octyl aldehyde $$ Aldehyde C-8 $$ C-8 Aldehyde $$ NSC 1508 $$	128	C8H16O						1005		7424	C:\GCMSsolution\library\NIST14.lib
105	2	88	124 - 19 - 6	Nonanal $$ n-Nonaldehyde $$ n-Nonanal $$ n-Nonylaldehyde $$ Nonaldehyde $$ Nonanaldehyde $$ Nonanoic aldehyde $$ Nonylaldehyde $$ Nonylic aldehyde $$ Pelargonaldehyde $$ Pelargonic aldehyde $$ 1-Nonanal $$ Aldehyde C-9 $$ NCI-C61018 $$ 1-Nonaldehyde $$ 1-Nonyl aldehyde $$ C-9 Aldehyde $$ Nonyl aldehyde, n- $$ n-Nonan-1-al $$ NSC 5518 $$	142	C9H18O						1104		12529	C:\GCMSsolution\library\NIST14.lib
105	3	87	112 - 31 - 2	Decanal $$ n-Decaldehyde $$ n-Decanal $$ n-Decyl aldehyde $$ Aldehyde C10 $$ Capraldehyde $$ Capric aldehyde $$ Caprinaldehyde $$ Caprinic aldehyde $$ Decaldehyde $$ Decanaldehyde $$ Decyl aldehyde $$ Decylic aldehyde $$ 1-Decanal $$ C-10 Aldehyde $$ 1-Decyl aldehyde $$ NSC 6087 $$	156	C10H20O						1204		19151	C:\GCMSsolution\library\NIST14.lib
105	4	85	112 - 44 - 7	Undecanal $$ n-Undecanal $$ n-Undecyl aldehyde $$ Hendecanal $$ Hendecanaldehyde $$ Undecyl aldehyde $$ Undecylic aldehyde $$ 1-Undecanal $$ Aldehyde C-11 $$ Aldehyde C-11, undecylic $$ C-11 Aldehyde, undecylic $$ Undecanaldehyde $$ NSC 22578 $$	170	C11H22O						1303		27186	C:\GCMSsolution\library\NIST14.lib
105	5	85	69542 - 91 - 2	Cyclohexanol, 2,4-dimethyl- $$ 2,4-Dimethylcyclohexanol $$	128	C8H16O						1030		7550	C:\GCMSsolution\library\NIST14.lib
105	6	84	56740 - 10 - 4	trans-4,5-Epoxydecane $$ 2-Pentyl-3-propyloxirane, trans- $$ Decane, 4,5-epoxy, trans $$ Oxirane, 2-pentyl-3-propyl-, trans- $$	156	C10H20O						1067		19177	C:\GCMSsolution\library\NIST14.lib
105	7	84	22104 - 78 - 5	2-Octen-1-ol $$ Oct-2-en-1-ol $$ 2-Octenol $$	128	C8H16O						1067		7475	C:\GCMSsolution\library\NIST14.lib
105	8	83	17322 - 97 - 3	1,2-Epoxyundecane $$ 2-Nonyloxirane # $$	170	C11H22O						1205		27188	C:\GCMSsolution\library\NIST14.lib
105	9	83	24566 - 90 - 3	Chloromethyl octyl ether $$ 1-(Chloromethoxy)octane # $$	178	C9H19ClO						1217		31577	C:\GCMSsolution\library\NIST14.lib
105	10	83	56769 - 23 - 4	trans-3,4-Epoxynonane $$ 2-Ethyl-3-pentyloxirane # $$	142	C9H18O						968		12502	C:\GCMSsolution\library\NIST14.lib
105	11	83	22104 - 80 - 9	2-Decen-1-ol $$ Dec-2-en-1-ol $$ 2-Decenol $$ Dec-2-enol $$	156	C10H20O						1266		19183	C:\GCMSsolution\library\NIST14.lib
105	12	83	74962 - 98 - 4	2-Tridecen-1-ol, (E)- $$ trans-2-Tridecen-1-ol $$ (2E)-2-Tridecen-1-ol $$ E-2-Tridecen-1-ol $$	198	C13H26O						1564		45731	C:\GCMSsolution\library\NIST14.lib
105	13	83	18409 - 18 - 2	2-Decen-1-ol, (E)- $$ trans-2-Decenol $$ Dec-2-en-1-ol $$ (2E)-2-Decen-1-ol $$ (E)-2-Decen-1-ol $$ trans-2-Decen-1-ol $$	156	C10H20O						1266		19186	C:\GCMSsolution\library\NIST14.lib
105	14	83	75039 - 84 - 8	trans-2-Undecen-1-ol $$ (2E)-2-Undecen-1-ol $$ (E)-2-Undecen-1-ol $$ trans-Undec-2-en-1-ol $$	170	C11H22O						1365		27198	C:\GCMSsolution\library\NIST14.lib
105	15	82	75853 - 51 - 9	13-Methyltetradecanal $$ Tetradecanal, 13-methyl- $$	226	C15H30O						0		67792	C:\GCMSsolution\library\NIST14.lib
105	16	82	1883 - 13 - 2	Dodecanoic acid, 3-hydroxy- $$ .beta.-Hydroxydodecanoic acid $$ .beta.-Hydroxylauric acid $$ 3-Hydroxydodecanoic acid $$ 3-Hydroxylauric acid $$	216	C12H24O3						1733		59016	C:\GCMSsolution\library\NIST14.lib
105	17	82	112 - 54 - 9	Dodecanal $$ Lauraldehyde $$ n-Dodecanal $$ n-Dodecyl aldehyde $$ n-Dodecylic aldehyde $$ n-Lauraldehyde $$ Aldehyde C-12 $$ Dodecanaldehyde $$ Dodecyl aldehyde $$ Lauric aldehyde $$ Lauryl aldehyde $$ 1-Dodecanal $$ C-12 aldehyde, lauric $$ 1-Dodecyl aldehyde $$ Duodecylic aldehyde $$ Laurinaldehyde $$ Aldehyde C-12, lauric $$ NSC 46128 $$	184	C12H24O						1402		35972	C:\GCMSsolution\library\NIST14.lib
105	18	82	696 - 71 - 9	Cyclooctyl alcohol $$ Cyclooctanol $$	128	C8H16O						1147		7477	C:\GCMSsolution\library\NIST14.lib
105	19	82	56438 - 07 - 4	1,1-Dodecanediol, diacetate $$ 1-(Acetyloxy)dodecyl acetate # $$	286	C16H30O4						1882		118539	C:\GCMSsolution\library\NIST14.lib
105	20	82	765 - 14 - 0	Vinyl lauryl ether $$ Lauryl vinyl ether $$ Dodecane, 1-(ethenyloxy)- $$ 1-(Dodecyloxy)ethylene # $$	212	C14H28O						1479		56436	C:\GCMSsolution\library\NIST14.lib
105	21	82	4194 - 71 - 2	2-Decen-1-ol, (Z)- $$ (2Z)-2-Decen-1-ol # $$ cis-2-Decen-1-ol $$ (Z)-2-Decen-1-ol $$	156	C10H20O						1266		19185	C:\GCMSsolution\library\NIST14.lib
105	22	82	1653 - 40 - 3	1-Heptanol, 6-methyl- $$ 6-Methyl-1-heptanol $$	130	C8H18O						995		8179	C:\GCMSsolution\library\NIST14.lib
105	23	82	56740 - 09 - 1	trans-4,5-Epoxynonane $$ 2-Butyl-3-propyloxirane # $$	142	C9H18O						968		12531	C:\GCMSsolution\library\NIST14.lib
105	24	82	16958 - 78 - 4	Acetic acid, trichloro-, octyl ester $$ Trichloroacetic acid, octyl ester $$ Octyl trichloroacetate # $$	274	C10H17Cl3O2						1570		107541	C:\GCMSsolution\library\NIST14.lib
105	25	82	638 - 66 - 4	Octadecanal $$ Stearaldehyde $$ Octadecyl aldehyde $$ Stearyl aldehyde $$ n-Octadecanal $$	268	C18H36O						1999		102846	C:\GCMSsolution\library\NIST14.lib
110	1	71	54829 - 97 - 9	Cyclopentanecarbonitrile, 3-methylene- $$ 3-Methylenecyclopentanecarbonitrile # $$	107	C7H9N						973		2752	C:\GCMSsolution\library\NIST14.lib
113	1	94	0 - 00 - 0	2-Ethyl-1-hexanol	130	C8H18O						0		8201	C:\GCMSsolution\library\NIST14.lib
113	2	94	58175 - 57 - 8	2-Propyl-1-pentanol	130	C8H18O						995		8203	C:\GCMSsolution\library\NIST14.lib
113	3	93	104 - 76 - 7	1-Hexanol, 2-ethyl- $$ 2-Ethyl-1-hexanol $$ 2-Ethylhexan-1-ol $$ 2-Ethylhexanol $$ Ethylhexanol $$ 2-Ethylhexyl alcohol $$ 2-Ethyl-hexanol-1 $$ Ethylhexyl alcohol $$ 2-EH $$ Hexanol, 2-ethyl- $$ Hexan-1-ol, 2-ethyl $$ NSC 9300 $$ 2-Ethyl-1-hexyl alcohol $$ Octyl alcohol (Related) $$	130	C8H18O						995		8202	C:\GCMSsolution\library\NIST14.lib
113	4	91	106 - 67 - 2	1-Pentanol, 2-ethyl-4-methyl- $$ 2-Ethyl-4-methylpentanol $$ 2-Ethylisohexanol $$ 2-Ethyl-4-methyl-1-pentanol $$	130	C8H18O						931		8205	C:\GCMSsolution\library\NIST14.lib
