"site","who","transect","segment","specimen_number","gross_ID","plant","notes","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","date","year","captured","finest_ID","drought"
"Gothic Town","DRM","P1",6,15598,"Hemiptera","Helianthella quinquenervis","Only one vial and it contained an other fly. Put the label on the fly vial","Hemiptera",NA,"","","","Drymeia/Hydrotaea","2016-07-12",2016,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","DRM","P1",6,15599,"Hemiptera","Helianthella quinquenervis","","Hemiptera",NA,"","","","","2016-07-12",2016,"True","Hemiptera","non-drought"
"Gothic Town","DRM","P1",6,15600,"Hemiptera","Helianthella quinquenervis","","Hemiptera",NA,"","","","","2016-07-12",2016,"True","Hemiptera","non-drought"
"Gothic Town","DRM","P1",6,15601,"Hemiptera","Helianthella quinquenervis","","Hemiptera",NA,"","","","","2016-07-12",2016,"True","Hemiptera","non-drought"
"Gothic Town","DRM","P3",3,15602,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P3",3,15603,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-12",2016,"True","Thricops","non-drought"
"Gothic Town","DRM","P3",3,15604,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P3",3,15605,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-12",2016,"True","Thricops","non-drought"
"Gothic Town","DRM","P3",3,15606,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-12",2016,"True","Thricops","non-drought"
"Gothic Town","DRM","P3",3,15607,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P3",3,15608,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P3",3,15609,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P3",3,15610,"Other fly","Linum lewisii","","Diptera","Heleomyzidae","Heleomyzinae","Anorostoma","jersei","Anorostoma jersei","2016-07-12",2016,"True","Anorostoma jersei","non-drought"
"Gothic Town","DRM","P3",3,15611,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-12",2016,"True","Thricops","non-drought"
"Gothic Town","DRM","P3",3,15612,"Bombus flavifrons","Delphinium barbeyi","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2016-07-12",2016,"True","Bombus flavifrons","non-drought"
"Gothic Town","DRM","P3",3,15613,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P1",3,15614,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P1",3,15615,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-12",2016,"True","Symphoromyia","non-drought"
"Gothic Town","DRM","P1",3,15616,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-12",2016,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","DRM","P1",3,15617,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-12",2016,"True","Drymeia/Hydrotaea","non-drought"
"Gothic Town","DRM","P1",3,15618,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-12",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P1",3,18049,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P1",3,18050,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P1",3,18051,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P1",3,18052,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P1",3,18053,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",5,18054,"Other fly","Pseudocymopterus montanus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",5,18055,"Other fly","Pseudocymopterus montanus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",5,18056,"Other fly","Pseudocymopterus montanus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",1,18057,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",1,18058,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",1,18060,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",4,18061,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P3",7,18062,"Other fly","Valeriana edulis","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",7,18063,"Other fly","Valeriana edulis","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P3",7,18064,"Other fly","Valeriana edulis","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P5",6,18065,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P5",6,18066,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","DRM","P5",6,18067,"Other fly","Potentilla pulcherrima","","Diptera","Tephritidae","","","","Tephritidae sp.","2016-07-15",2016,"True","Tephritidae sp.","non-drought"
"Virginia Basin","DRM","P5",6,18068,"Other fly","Potentilla pulcherrima","","Diptera","Empididae","","","","Empididae","2016-07-15",2016,"True","Empididae","non-drought"
"Virginia Basin","DRM","P5",6,18069,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","DRM","P5",6,18070,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",6,18071,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","DRM","P5",6,18072,"Other fly","Potentilla pulcherrima","2 flies in vial, both were put in microcentrifuge tube because unclear which one was the intended specimen","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",6,18073,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",6,18074,"Small black solitary bee","Geranium richardsonii","PINNED","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","2016-07-15",2016,"True","Panurginus ineptus","non-drought"
"Virginia Basin","DRM","P5",6,18075,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P5",6,18076,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-15",2016,"True","Cheilosia","non-drought"
"Virginia Basin","DRM","P7",8,18077,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P7",8,18078,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P7",8,18079,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",5,18080,"Other fly","Valeriana edulis","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",5,18081,"Small black solitary bee","Potentilla pulcherrima","PINNED","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","2016-07-15",2016,"True","Panurginus ineptus","non-drought"
"Virginia Basin","DRM","P5",5,18082,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","DRM","P5",5,18083,"Bombus sylvicola","Helianthella quinquenervis","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","Bombus sylvicola","2016-07-15",2016,"True","Bombus sylvicola","non-drought"
"Virginia Basin","DRM","P1",7,18084,"Other fly","Valeriana edulis","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","DRM","P1",7,18085,"Other fly","Valeriana edulis","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P5",7,18088,"Hemiptera","Linum lewisii","","Hemiptera",NA,"","","","","2016-07-15",2016,"True","Hemiptera","non-drought"
"Virginia Basin","RK","P5",7,18089,"Other fly","Linum lewisii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P5",7,18090,"Other fly","Linum lewisii","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P5",7,18091,"Hemiptera","Linum lewisii","","Hemiptera",NA,"","","","","2016-07-15",2016,"True","Hemiptera","non-drought"
"Virginia Basin","RK","P5",7,18092,"Other fly","Senecio crassulus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P5",7,18093,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P5",7,18094,"Other fly","Linum lewisii","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P5",7,18095,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18096,"Other fly","Ligusticum porteri","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P1",4,18097,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18099,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18100,"Other fly","Senecio crassulus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P1",4,18101,"Other fly","Ligusticum porteri","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18102,"Other fly","Ligusticum porteri","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18103,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18104,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18105,"Other fly","Senecio crassulus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P1",4,18106,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18107,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18108,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",4,18109,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18110,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18111,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",4,18112,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",9,18113,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P3",9,18114,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P3",9,18115,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",9,18116,"Other fly","Senecio crassulus","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2016-07-15",2016,"True","Hiatomyia","non-drought"
"Virginia Basin","RK","P3",9,18117,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",9,18119,"Syrphidae","Potentilla pulcherrima","","Diptera","Syrphidae","","","","Syrphidae","2016-07-15",2016,"True","Syrphidae","non-drought"
"Virginia Basin","RK","P3",9,18120,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",9,18121,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P3",6,18122,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P3",6,18123,"Bombyliidae","Senecio crassulus","","Diptera","Bombyliidae","","","","Bombyliidae 2","2016-07-15",2016,"True","Bombyliidae 2","non-drought"
"Virginia Basin","RK","P3",6,18124,"Other fly","Potentilla pulcherrima","","Diptera","Empididae","","","","Empididae","2016-07-15",2016,"True","Empididae","non-drought"
"Virginia Basin","RK","P3",6,18125,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",6,18126,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P3",6,18127,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P3",6,18128,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P1",8,18130,"Hemiptera","Ligusticum porteri","","Hemiptera",NA,"","","","","2016-07-15",2016,"True","Hemiptera","non-drought"
"Virginia Basin","RK","P1",8,18131,"Other fly","Ligusticum porteri","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P1",8,18132,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P1",8,18133,"Other fly","Geranium richardsonii","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P7",5,18135,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","RK","P7",5,18136,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",5,18137,"Other fly","Senecio crassulus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P7",5,18139,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",5,18140,"Other fly","Linum lewisii","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",10,18141,"Beetles","Senecio crassulus","","Coleoptera",NA,"","","","Carabidae","2016-07-15",2016,"True","Carabidae","non-drought"
"Virginia Basin","RK","P7",10,18142,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","RK","P7",10,18143,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P7",10,18144,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","RK","P7",10,18145,"Other fly","Senecio crassulus","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P7",10,18146,"Other fly","Pseudocymopterus montanus","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P7",10,18147,"Other fly","Senecio crassulus","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","RK","P7",10,18148,"Other fly","Senecio crassulus","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","RK","P7",10,18149,"Other fly","Senecio crassulus","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","ASM","P1",5,18150,"Other fly","Senecio crassulus","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P1",5,18151,"Other fly","Lathyrus leucanthus","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P7",3,18152,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P7",3,18153,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P7",3,18154,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-15",2016,"True","Cheilosia","non-drought"
"Virginia Basin","ASM","P7",3,18155,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P7",3,18157,"Other fly","Senecio crassulus","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P1",6,18158,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P1",6,18159,"Other fly","Potentilla pulcherrima","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","ASM","P1",6,18160,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P1",6,18161,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P1",6,18162,"Bombus kirbeyellis","Castilleja sulphurea","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","kirbeyellis","Bombus kirbeyellis","2016-07-15",2016,"True","Bombus kirbeyellis","non-drought"
"Virginia Basin","ASM","P3",3,18163,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P3",3,18165,"Bombus flavifrons","Helianthella quinquenervis","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","2016-07-15",2016,"True","Bombus flavifrons","non-drought"
"Virginia Basin","ASM","P3",3,18166,"Other fly","Ligusticum porteri","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-15",2016,"True","Cheilosia","non-drought"
"Virginia Basin","ASM","P3",3,18167,"Bombus rufocinctus","Helianthella quinquenervis","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","rufocinctus","Bombus rufocinctus","2016-07-15",2016,"True","Bombus rufocinctus","non-drought"
"Virginia Basin","ASM","P3",3,18168,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P3",3,18169,"Other fly","Ligusticum porteri","","Diptera","Syrphidae","Eristalinae","Hiatomyia","","Hiatomyia","2016-07-15",2016,"True","Hiatomyia","non-drought"
"Virginia Basin","ASM","P3",1,18170,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P7",6,18172,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P7",2,18176,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P7",2,18177,"Wasps","Pseudocymopterus montanus","","Hymenoptera",NA,"","","","Braconidae","2016-07-15",2016,"True","Braconidae","non-drought"
"Virginia Basin","ASM","P7",2,18178,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P7",2,18179,"Other fly","Ligusticum porteri","","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","2016-07-15",2016,"True","Thricops","non-drought"
"Virginia Basin","ASM","P7",2,18180,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P7",2,18181,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","Drymeia/Hydrotaea","2016-07-15",2016,"True","Drymeia/Hydrotaea","non-drought"
"Virginia Basin","ASM","P5",4,18182,"Other fly","Potentilla pulcherrima","","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","2016-07-15",2016,"True","Phaonia","non-drought"
"Virginia Basin","ASM","P5",4,18183,"Other fly","Potentilla pulcherrima","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
"Virginia Basin","ASM","P5",4,18184,"Bombus bifarius","Helianthella quinquenervis","RELEASED","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","2016-07-15",2016,"True","Bombus bifarius","non-drought"
"Virginia Basin","ASM","P5",4,18185,"Other fly","Potentilla pulcherrima","","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","2016-07-15",2016,"True","Cheilosia","non-drought"
"Virginia Basin","LAT","P7",1,18186,"Other fly","Ligusticum porteri","","Diptera","Rhagionidae","Rhagioninae","Symphoromyia","","Symphoromyia","2016-07-15",2016,"True","Symphoromyia","non-drought"
"Virginia Basin","LAT","P7",1,18187,"Other fly","Ligusticum porteri","","Diptera",NA,"","","","","2016-07-15",2016,"True","Other fly","non-drought"
