year,date,day_of_year,week_num,site,transect,start_time,end_time,plant,pollinator,interactions,pollinator_family,pollinator_group,pollinator_sex,pollinator_2013,observer
2013,2013-06-14,165,4,shady_point,1,11:27:00,11:37:00,senecio_integerrimus,syrphidae_spp,1,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-11,162,4,shady_point,4,11:27:00,11:37:00,senecio_integerrimus,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-14,165,4,shady_point,3,14:16:00,14:31:00,senecio_integerrimus,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-14,165,4,twin_meadows,3,10:29:00,10:39:00,senecio_integerrimus,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,shady_point,3,13:56:00,14:06:00,senecio_integerrimus,hoplitus_fulgida,7,megachilidae,bee,NA,hoplitus_fulgida,JLC_PJC
2013,2013-06-19,170,5,shady_point,4,09:50:00,10:00:00,senecio_integerrimus,osmia_coloradensis,4,megachilidae,bee,NA,osmia_coloradensis,JLC_PJC
2013,2013-06-19,170,5,shady_point,1,10:05:00,10:15:00,senecio_integerrimus,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-19,170,5,shady_point,4,14:56:00,15:06:00,senecio_integerrimus,osmia_iridis,11,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,3,15:37:00,15:47:00,senecio_integerrimus,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-20,171,5,twin_meadows,3,14:20:00,14:30:00,senecio_integerrimus,osmia_montana,3,megachilidae,bee,NA,osmia_montana,JLC_PJC
2013,2013-06-19,170,5,shady_point,4,09:50:00,10:00:00,senecio_integerrimus,osmia_subaustralis,4,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-20,171,5,shady_point,1,14:55:00,15:10:00,senecio_integerrimus,osmia_subaustralis,4,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-20,171,5,shady_point,4,15:15:00,15:30:00,senecio_integerrimus,osmia_subaustralis,4,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-20,171,5,twin_meadows,2,13:45:00,14:00:00,senecio_integerrimus,osmia_subaustralis,4,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-20,171,5,twin_meadows,1,14:05:00,14:20:00,senecio_integerrimus,osmia_subaustralis,10,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,shady_point,4,14:45:00,14:55:00,senecio_integerrimus,osmia_subaustralis,2,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,shady_point,2,14:30:00,14:40:00,senecio_integerrimus,osmia_subaustralis,4,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,1,15:05:00,15:15:00,senecio_integerrimus,osmia_subaustralis,3,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,2,15:15:00,15:25:00,senecio_integerrimus,osmia_subaustralis,2,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-19,170,5,shady_point,4,09:50:00,10:00:00,senecio_integerrimus,syrphidae_spp,1,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-20,171,5,shady_point,1,14:55:00,15:10:00,senecio_integerrimus,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,shady_point,4,14:45:00,14:55:00,senecio_integerrimus,systoechus_sp,2,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-26,177,6,shady_point,1,14:25:00,14:35:00,senecio_integerrimus,hoplitus_fulgida,4,megachilidae,bee,NA,hoplitus_fulgida,JLC_PJC
2013,2013-06-28,179,6,twin_meadows,3,11:10:00,11:20:00,senecio_integerrimus,hoplitus_fulgida,4,megachilidae,bee,NA,hoplitus_fulgida,JLC_PJC
2013,2013-06-26,177,6,twin_meadows,2,15:10:00,15:20:00,senecio_integerrimus,lycaenidae_spp,1,lycaenidae,butterfly,NA,lycaenidae_spp,JLC_PJC
2013,2013-06-27,178,6,shady_point,1,13:50:00,14:00:00,senecio_integerrimus,osmia_montana,4,megachilidae,bee,NA,osmia_montana,JLC_PJC
2013,2013-06-25,176,6,shady_point,4,16:47:00,16:57:00,senecio_integerrimus,osmia_subaustralis,7,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-26,177,6,twin_meadows,1,15:30:00,15:40:00,senecio_integerrimus,osmia_subaustralis,3,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-07-26,207,10,twin_meadows,3,13:45:00,14:00:00,senecio_serra,bombus_flavifrons,2,apidae,bee,male,bombus_flavifrons,JLC_PJC
2013,2013-07-26,207,10,shady_point,1,14:00:00,14:15:00,solidago_multiradiata,bombus_flavifrons,4,apidae,bee,worker,bombus_flavifrons,JLC_PJC
2013,2013-07-31,212,11,twin_meadows,3,10:45:00,11:00:00,solidago_multiradiata,bombus_flavifrons,6,apidae,bee,male,bombus_flavifrons,JLC_PJC
2013,2013-08-03,215,11,twin_meadows,3,09:30:00,09:45:00,solidago_multiradiata,bombus_flavifrons,4,apidae,bee,worker,bombus_flavifrons,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,12:50:00,13:05:00,taraxacum_officinale,andrena_cyanophila,1,andrenidae,bee,NA,andrena_cyanophila,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,13:24:00,13:39:00,taraxacum_officinale,halictus_rubicundus,4,halictidae,bee,NA,halictus_rubicundus,JLC_PJC
2013,2013-05-31,151,2,shady_point,2,12:30:00,12:45:00,taraxacum_officinale,lasioglossum_spp,10,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,12:50:00,13:05:00,taraxacum_officinale,lasioglossum_spp,8,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,13:30:00,13:45:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,16:24:00,16:34:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,twin_meadows,4,11:50:00,12:05:00,taraxacum_officinale,lasioglossum_spp,5,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,12:25:00,12:40:00,taraxacum_officinale,lasioglossum_spp,16,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,3,12:48:00,13:03:00,taraxacum_officinale,lasioglossum_spp,9,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,2,13:07:00,13:22:00,taraxacum_officinale,lasioglossum_spp,17,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,13:24:00,13:39:00,taraxacum_officinale,lasioglossum_spp,20,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,twin_meadows,3,11:55:00,12:10:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,1,11:05:00,11:20:00,taraxacum_officinale,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,2,11:21:00,11:36:00,taraxacum_officinale,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,3,12:00:00,12:15:00,taraxacum_officinale,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,4,12:19:00,12:34:00,taraxacum_officinale,lasioglossum_spp,6,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,2,16:25:00,16:40:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,4,12:56:00,13:05:00,taraxacum_officinale,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,3,13:05:00,13:20:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,1,13:25:00,13:40:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,2,13:41:00,13:56:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,1,15:24:00,15:39:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,1,12:50:00,13:05:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,4,13:24:00,13:39:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,twin_meadows,4,11:50:00,12:05:00,taraxacum_officinale,osmia_coloradensis,1,megachilidae,bee,NA,osmia_coloradensis,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,12:25:00,12:40:00,taraxacum_officinale,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-01,152,2,shady_point,1,15:24:00,15:39:00,taraxacum_officinale,osmia_iridis,2,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,12:50:00,13:05:00,taraxacum_officinale,sphecodes_sp_01,1,halictidae,bee,NA,sphecodes_sp_01,JLC_PJC
2013,2013-05-31,151,2,twin_meadows,4,11:50:00,12:05:00,taraxacum_officinale,sphecodes_sp_01,2,halictidae,bee,NA,sphecodes_sp_01,JLC_PJC
2013,2013-06-05,156,3,shady_point,2,11:37:00,11:52:00,taraxacum_officinale,andrena_cyanophila,1,andrenidae,bee,NA,andrena_cyanophila,JLC_PJC
2013,2013-06-05,156,3,shady_point,2,11:37:00,11:52:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-05,156,3,shady_point,1,11:53:00,12:08:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-05,156,3,twin_meadows,4,10:22:00,10:37:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-05,156,3,shady_point,4,11:05:00,11:20:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,1,11:20:00,11:35:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,4,10:24:00,10:39:00,taraxacum_officinale,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,2,11:00:00,11:15:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,1,15:35:00,15:45:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,2,16:08:00,16:18:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,3,12:16:00,12:31:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,1,12:32:00,12:47:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,1,11:56:00,12:09:00,taraxacum_officinale,lasioglossum_spp,5,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,2,12:12:00,12:27:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,4,12:31:00,12:46:00,taraxacum_officinale,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,3,12:47:00,13:02:00,taraxacum_officinale,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,2,16:08:00,16:18:00,taraxacum_officinale,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-06,157,3,shady_point,4,10:24:00,10:39:00,taraxacum_officinale,osmia_montana,1,megachilidae,bee,NA,osmia_montana,JLC_PJC
2013,2013-06-06,157,3,twin_meadows,1,15:32:00,15:47:00,taraxacum_officinale,sphecodes_sp_01,1,halictidae,bee,NA,sphecodes_sp_01,JLC_PJC
2013,2013-06-05,156,3,shady_point,4,11:05:00,11:20:00,taraxacum_officinale,syrphidae_spp,1,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-05,156,3,shady_point,2,11:37:00,11:52:00,taraxacum_officinale,syrphidae_spp,2,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-05-24,144,1,shady_point,1,13:44:00,13:59:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,13:30:00,13:45:00,viola_praemorsa,andrena_cyanophila,1,andrenidae,bee,NA,andrena_cyanophila,JLC_PJC
2013,2013-05-31,151,2,shady_point,2,12:30:00,12:45:00,viola_praemorsa,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,12:50:00,13:05:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,13:30:00,13:45:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,12:25:00,12:40:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,2,13:07:00,13:22:00,viola_praemorsa,lasioglossum_spp,4,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,13:24:00,13:39:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,2,13:07:00,13:22:00,viola_praemorsa,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,twin_meadows,3,13:41:00,13:56:00,viola_praemorsa,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,13:30:00,13:45:00,viola_praemorsa,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-01,152,2,shady_point,3,14:48:00,15:03:00,viola_praemorsa,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-01,152,2,shady_point,1,15:24:00,15:39:00,viola_praemorsa,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-05,156,3,twin_meadows,4,10:22:00,10:37:00,viola_praemorsa,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,2,11:00:00,11:15:00,viola_praemorsa,osmia_iridis,2,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2014,2014-07-29,210,9,shady_point,1,11:10:00,11:25:00,achillea_millefolium,thricops_septentrionalis,3,muscidae,fly,female,thricops_septentrionalis,PJC
2014,2014-09-08,251,15,shady_point,1,13:30:00,13:45:00,achillea_millefolium,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,AMI
2014,2014-09-08,251,15,shady_point,1,11:45:00,12:00:00,achillea_millefolium,villa_eumenes,1,bombyliidae,fly,NA,villa_eumenes,PJC
2014,2014-08-07,219,10,shady_point,1,11:45:00,12:00:00,agoceris_aurantiaca,speyeria_mormonia,3,nymphalidae,butterfly,NA,nymphalidae_spp,PJC
2014,2014-06-19,170,3,twin_meadows,4,12:38:00,12:53:00,amelanchier_pumila,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,PJC
2014,2014-06-10,161,2,shady_point,3,15:18:00,15:33:00,androsace_septentrionalis,sphecodes_sp_01,1,halictidae,bee,female,sphecodes_sp_01,RMB
2014,2014-06-19,170,3,twin_meadows,2,12:06:00,12:21:00,androsace_septentrionalis,sphecodes_sp_01,5,halictidae,bee,NA,sphecodes_sp_01,PJC
2014,2014-06-19,170,3,twin_meadows,2,12:06:00,12:21:00,androsace_septentrionalis,systoechus_sp,2,bombyliidae,fly,NA,systoechus_sp,PJC
2014,2014-06-19,170,3,shady_point,4,15:44:00,15:59:00,androsace_septentrionalis,systoechus_sp,4,bombyliidae,fly,NA,systoechus_sp,PJC
2014,2014-07-01,182,5,shady_point,1,10:37:00,10:52:00,arenaria_congesta,sphaerophoria_robusta,2,syrphidae,fly,NA,syrphidae_spp,PJC
2014,2014-07-02,183,5,shady_point,1,10:28:00,10:43:00,arenaria_congesta,systoechus_sp,2,bombyliidae,fly,NA,systoechus_sp,RMB
2014,2014-07-10,191,6,twin_meadows,3,10:39:00,10:54:00,arenaria_congesta,andrena_transnigra,5,andrenidae,bee,NA,andrena_transnigra,PJC
2014,2014-07-08,189,6,shady_point,1,15:17:00,15:32:00,arenaria_congesta,bombus_bifarius,50,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-09,190,6,shady_point,4,12:17:00,12:32:00,arenaria_congesta,bombus_bifarius,5,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-09,190,6,shady_point,1,11:31:00,11:46:00,arenaria_congesta,bombus_bifarius,31,apidae,bee,NA,bombus_bifarius,RMB
2014,2014-07-10,191,6,twin_meadows,3,10:39:00,10:54:00,arenaria_congesta,bombus_flavifrons,5,apidae,bee,worker,bombus_flavifrons,PJC
2014,2014-07-10,191,6,shady_point,1,10:39:00,10:54:00,arenaria_congesta,glaucopsyche_lygdamus,5,lycaenidae,butterfly,NA,lycaenidae_spp,RMB
2014,2014-07-08,189,6,shady_point,1,15:17:00,15:32:00,arenaria_congesta,halictus_rubicundus,4,halictidae,bee,NA,halictus_rubicundus,RMB
2014,2014-07-08,189,6,twin_meadows,3,16:38:00,16:53:00,arenaria_congesta,halictus_rubicundus,7,halictidae,bee,NA,halictus_rubicundus,RMB
2014,2014-07-08,189,6,twin_meadows,3,16:38:00,16:53:00,arenaria_congesta,ochlodes_sylvanoides,2,hesperiidae,butterfly,NA,hesperiidae_spp,RMB
2014,2014-07-08,189,6,shady_point,3,16:04:00,16:19:00,arenaria_congesta,panurginus_ineptus,5,andrenidae,bee,NA,panurginus_ineptus,RMB
2014,2014-07-09,190,6,shady_point,1,11:31:00,11:46:00,arenaria_congesta,pieris_mcdunnoughi,7,pieridae,butterfly,NA,pieris_rapa,RMB
2014,2014-07-08,189,6,twin_meadows,3,11:31:00,11:46:00,arenaria_congesta,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,RMB
2014,2014-07-09,190,6,twin_meadows,3,10:53:00,11:08:00,arenaria_congesta,systoechus_sp,2,bombyliidae,fly,NA,systoechus_sp,RMB
2014,2014-07-10,191,6,twin_meadows,3,10:39:00,10:54:00,arenaria_congesta,thricops_septentrionalis,2,muscidae,fly,NA,thricops_septentrionalis,PJC
2014,2014-07-17,198,7,shady_point,1,10:10:00,10:25:00,arenaria_congesta,arctophila_flagrans,6,syrphidae,fly,NA,arctophila_flagrans,PJC
2014,2014-07-16,197,7,shady_point,1,14:04:00,14:19:00,arenaria_congesta,bombus_bifarius,25,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-16,197,7,twin_meadows,2,14:23:00,14:38:00,arenaria_congesta,bombus_bifarius,7,apidae,bee,worker,bombus_bifarius,PJC
2014,2014-07-16,197,7,twin_meadows,3,14:08:00,14:23:00,arenaria_congesta,bombus_bifarius,57,apidae,bee,worker,bombus_bifarius,PJC
2014,2014-07-16,197,7,shady_point,4,14:37:00,14:52:00,arenaria_congesta,bombus_bifarius,20,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-17,198,7,shady_point,1,10:10:00,10:25:00,arenaria_congesta,bombus_bifarius,22,apidae,bee,worker,bombus_bifarius,PJC
2014,2014-07-17,198,7,twin_meadows,3,09:53:00,10:08:00,arenaria_congesta,bombus_bifarius,16,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-17,198,7,shady_point,4,10:43:00,10:58:00,arenaria_congesta,bombus_bifarius,14,apidae,bee,worker,bombus_bifarius,PJC
2014,2014-07-15,196,7,shady_point,2,11:46:00,12:01:00,arenaria_congesta,bombus_flavifrons,5,apidae,bee,queen,bombus_flavifrons,PJC
2014,2014-07-17,198,7,shady_point,4,10:43:00,10:58:00,arenaria_congesta,bombus_flavifrons,3,apidae,bee,worker,bombus_flavifrons,PJC
2014,2014-07-15,196,7,shady_point,1,11:30:00,11:45:00,arenaria_congesta,bombus_sylvicola,28,apidae,bee,worker,bombus_sylvicola,PJC
2014,2014-07-16,197,7,twin_meadows,3,14:08:00,14:23:00,arenaria_congesta,bombus_sylvicola,10,apidae,bee,worker,bombus_sylvicola,PJC
2014,2014-07-17,198,7,shady_point,2,09:53:00,10:08:00,arenaria_congesta,chrysotoxum_ventricosum,6,syrphidae,fly,NA,syrphidae_spp,PJC
2014,2014-07-17,198,7,shady_point,4,10:43:00,10:58:00,arenaria_congesta,chrysotoxum_ventricosum,3,syrphidae,fly,NA,syrphidae_spp,PJC
2014,2014-07-15,196,7,twin_meadows,2,11:35:00,11:50:00,arenaria_congesta,glaucopsyche_lygdamus,2,lycaenidae,butterfly,NA,lycaenidae_spp,RMB
2014,2014-07-15,196,7,twin_meadows,3,11:01:00,11:16:00,arenaria_congesta,glaucopsyche_lygdamus,1,lycaenidae,butterfly,NA,lycaenidae_spp,RMB
2014,2014-07-16,197,7,twin_meadows,2,14:23:00,14:38:00,arenaria_congesta,halictus_rubicundus,12,halictidae,bee,NA,halictus_rubicundus,PJC
2014,2014-07-16,197,7,twin_meadows,3,11:26:00,11:41:00,arenaria_congesta,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,RMB
2014,2014-07-16,197,7,shady_point,1,14:04:00,14:19:00,arenaria_congesta,megachile_relativa,5,megachilidae,bee,female,megachile_relativa,RMB
2014,2014-07-15,196,7,shady_point,1,11:30:00,11:45:00,arenaria_congesta,thricops_septentrionalis,1,muscidae,fly,NA,thricops_septentrionalis,PJC
2014,2014-07-16,197,7,shady_point,1,14:04:00,14:19:00,arenaria_congesta,thricops_septentrionalis,1,muscidae,fly,NA,thricops_septentrionalis,RMB
2014,2014-07-17,198,7,shady_point,1,10:10:00,10:25:00,arenaria_congesta,villa_eumenes,1,bombyliidae,fly,NA,villa_eumenes,PJC
2014,2014-07-22,203,8,shady_point,2,14:44:00,14:59:00,arenaria_congesta,andrena_vicinoides,5,andrenidae,bee,NA,andrena_vicinoides,RMB
2014,2014-07-22,203,8,shady_point,1,10:44:00,10:59:00,arenaria_congesta,bombus_appositus,13,apidae,bee,queen,bombus_appositus,RMB
2014,2014-07-24,205,8,shady_point,1,15:40:00,15:55:00,arenaria_congesta,bombus_bifarius,9,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-07-22,203,8,shady_point,1,16:03:00,16:18:00,arenaria_congesta,bombus_flavifrons,5,apidae,bee,queen,bombus_flavifrons,RMB
2014,2014-07-22,203,8,shady_point,4,15:01:00,15:16:00,arenaria_congesta,bombus_flavifrons,22,apidae,bee,worker,bombus_flavifrons,RMB
2014,2014-07-22,203,8,shady_point,1,10:44:00,10:59:00,arenaria_congesta,chrysotoxum_ventricosum,4,syrphidae,fly,NA,syrphidae_spp,RMB
2014,2014-07-22,203,8,twin_meadows,3,10:08:00,10:23:00,arenaria_congesta,glaucopsyche_lygdamus,1,lycaenidae,butterfly,NA,lycaenidae_spp,RMB
2014,2014-07-22,203,8,shady_point,2,10:28:00,10:43:00,arenaria_congesta,osmia_montana,1,megachilidae,bee,NA,osmia_montana,RMB
2014,2014-07-22,203,8,twin_meadows,2,11:07:00,11:22:00,arenaria_congesta,panurginus_ineptus,4,andrenidae,bee,NA,panurginus_ineptus,RMB
2014,2014-07-22,203,8,shady_point,4,09:14:00,09:29:00,arenaria_congesta,villa_eumenes,1,bombyliidae,fly,NA,villa_eumenes,RMB
2014,2014-08-01,213,9,twin_meadows,2,13:18:00,13:33:00,arenaria_congesta,glaucopsyche_lygdamus,1,lycaenidae,butterfly,NA,lycaenidae_spp,RMB
2014,2014-08-01,213,9,shady_point,1,11:43:00,11:58:00,arenaria_congesta,panurginus_ineptus,1,andrenidae,bee,NA,panurginus_ineptus,RMB
2014,2014-08-01,213,9,shady_point,1,11:43:00,11:58:00,arenaria_congesta,systoechus_sp,2,bombyliidae,fly,NA,systoechus_sp,RMB
2014,2014-07-29,210,9,twin_meadows,2,11:10:00,11:25:00,arenaria_congesta,thricops_septentrionalis,1,muscidae,fly,NA,thricops_septentrionalis,RMB
2014,2014-08-05,217,10,shady_point,1,10:35:00,10:50:00,arenaria_congesta,bombus_bifarius,4,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-08-07,219,10,shady_point,1,11:45:00,12:00:00,arenaria_congesta,bombus_bifarius,3,apidae,bee,worker,bombus_bifarius,PJC
2014,2014-08-06,218,10,shady_point,1,10:29:00,10:44:00,arenaria_congesta,bombus_flavifrons,4,apidae,bee,worker,bombus_flavifrons,RMB
2014,2014-08-05,217,10,twin_meadows,2,15:05:00,15:20:00,arenaria_congesta,halictus_rubicundus,5,halictidae,bee,NA,halictus_rubicundus,RMB
2014,2014-08-07,219,10,twin_meadows,1,11:30:00,11:45:00,arenaria_congesta,halictus_rubicundus,1,halictidae,bee,NA,halictus_rubicundus,RMB
2014,2014-08-05,217,10,shady_point,2,14:35:00,14:50:00,arenaria_congesta,panurginus_ineptus,1,andrenidae,bee,NA,panurginus_ineptus,PJC
2014,2014-08-05,217,10,twin_meadows,3,10:35:00,10:50:00,arenaria_congesta,systoechus_sp,1,bombyliidae,fly,male,systoechus_sp,PJC
2014,2014-08-11,223,11,twin_meadows,2,12:40:00,12:55:00,arenaria_congesta,bombus_bifarius,1,apidae,bee,worker,bombus_bifarius,RMB
2014,2014-08-14,226,11,twin_meadows,1,13:40:00,13:55:00,arenaria_congesta,bombus_bifarius,15,apidae,bee,worker,bombus_bifarius,RMB
